sample_id,dataset,label,func_name,strategy,total_lines,suspicious_lines,task1_score,task2_score,task3_score,task4_score,V_score,mtd_verdict,T_score,alc_decision,trust_level,diagnosis_run,error_source,outlier_task,dominant_cwe,conflict_pattern,repair_run,patch_generated,repair_cwe,repair_error_source
2010,bigvul,0,dns_packet_read,heuristic,15,0,0.0,0.9592,0.0,0.395,0.0159,NON_VULNERABLE,0.7041,trustworthy,MODERATE,NO,,,,,NO,,,
2011,bigvul,0,alloc_globals_dtor,heuristic,4,0,0.0,0.8647,0.0,0.375,0.008,NON_VULNERABLE,0.7825,trustworthy,MODERATE,NO,,,,,NO,,,
2012,bigvul,0,for,heuristic,11,2,0.28,0.9975,0.0,0.55,0.0407,NON_VULNERABLE,0.7247,trustworthy,MODERATE,NO,,,,,NO,,,
2013,bigvul,0,shmem_unacct_blocks,heuristic,5,0,0.0,0.7981,0.0,0.475,0.0088,NON_VULNERABLE,0.7956,trustworthy,MODERATE,NO,,,,,NO,,,
2014,bigvul,0,unknown_2014,heuristic,3,0,0.0,0.9305,0.0,0.075,0.0056,NON_VULNERABLE,0.7039,trustworthy,MODERATE,NO,,,,,NO,,,
2015,bigvul,0,if,heuristic,3,0,0.0,0.9952,0.0,0.475,0.0146,NON_VULNERABLE,0.6891,untrustworthy,LOW,YES,NOISY_STRATEGY,task2,,SINGLE_HIGH_OUTLIER,YES,True,unknown,NOISY_STRATEGY
2016,bigvul,0,unknown_2016,heuristic,4,0,0.0,0.8647,0.0,0.075,0.0085,NON_VULNERABLE,0.727,trustworthy,MODERATE,NO,,,,,NO,,,
2017,bigvul,0,test_probable_prime_coprime,heuristic,30,3,0.615,0.9918,0.0,0.5,0.0325,NON_VULNERABLE,0.783,trustworthy,MODERATE,NO,,,,,NO,,,
2018,bigvul,0,ass_frame_unref,heuristic,14,1,0.755,0.9981,0.0,0.5786,0.0135,NON_VULNERABLE,0.6708,untrustworthy,LOW,YES,AMBIGUOUS,task3,CWE-416,SINGLE_LOW_OUTLIER,YES,True,CWE-416,AMBIGUOUS
2019,bigvul,0,unknown_2019,heuristic,11,0,0.0,0.8872,0.0,0.15,0.0172,NON_VULNERABLE,0.7247,trustworthy,MODERATE,NO,,,,,NO,,,
2020,bigvul,0,unknown_2020,heuristic,11,0,0.0,0.9737,0.0,0.15,0.0162,NON_VULNERABLE,0.6945,untrustworthy,LOW,YES,NOISY_STRATEGY,task2,,SINGLE_HIGH_OUTLIER,YES,True,unknown,NOISY_STRATEGY
2021,bigvul,1,sctp_sock_migrate,ground_truth,133,7,1.0,0.6997,0.0,0.3722,1.0,VULNERABLE,0.7374,trustworthy,MODERATE,NO,,,,,NO,,,
2022,bigvul,0,unknown_2022,heuristic,10,0,0.0,0.9093,0.0,0.15,0.0154,NON_VULNERABLE,0.7172,trustworthy,MODERATE,NO,,,,,NO,,,
2023,bigvul,0,futex_proxy_trylock_atomic,heuristic,43,0,0.0,0.8444,0.0,0.1866,0.0262,NON_VULNERABLE,0.741,trustworthy,MODERATE,NO,,,,,NO,,,
2024,bigvul,1,if,ground_truth,11,3,0.7,0.9975,0.0,0.25,1.0,VULNERABLE,0.6719,untrustworthy,LOW,YES,AMBIGUOUS,task2,,SPLIT_DISAGREEMENT,YES,True,unknown,AMBIGUOUS
2025,bigvul,0,comps_objmrtree_set_n,heuristic,4,0,0.0,0.0,0.0,0.475,0.0061,NON_VULNERABLE,0.9835,trustworthy,HIGH,NO,,,,,NO,,,
2026,bigvul,1,ext4_orphan_del,ground_truth,71,1,0.7,0.895,0.0,0.2345,1.0,VULNERABLE,0.6963,untrustworthy,LOW,YES,AMBIGUOUS,task3,,SPLIT_DISAGREEMENT,YES,True,unknown,AMBIGUOUS
2027,bigvul,0,for,heuristic,8,1,0.615,0.9975,0.0,0.475,0.0264,NON_VULNERABLE,0.7333,trustworthy,MODERATE,NO,,,,,NO,,,
2028,bigvul,1,ff_mov_write_packet,heuristic,275,5,0.671,0.4411,0.0,0.4099,0.0979,NON_VULNERABLE,0.9505,trustworthy,HIGH,NO,,,,,NO,,,
2029,bigvul,0,if,heuristic,4,0,0.0,0.9817,0.0,0.375,0.0139,NON_VULNERABLE,0.6972,untrustworthy,LOW,YES,NOISY_STRATEGY,task2,,SINGLE_HIGH_OUTLIER,YES,True,unknown,NOISY_STRATEGY
2030,bigvul,0,evmcs_read16,heuristic,1,0,0.0,0.9997,0.0,0.4,0.0055,NON_VULNERABLE,0.6907,untrustworthy,LOW,YES,NOISY_STRATEGY,task2,,SINGLE_HIGH_OUTLIER,YES,True,unknown,NOISY_STRATEGY
2031,bigvul,0,unknown_2031,heuristic,14,0,0.0,0.9817,0.0,0.15,0.0119,NON_VULNERABLE,0.6916,untrustworthy,LOW,YES,NOISY_STRATEGY,task2,,SINGLE_HIGH_OUTLIER,YES,True,unknown,NOISY_STRATEGY
2032,bigvul,0,unknown_2032,heuristic,11,0,0.0,0.9873,0.0,0.15,0.0115,NON_VULNERABLE,0.6896,untrustworthy,LOW,YES,NOISY_STRATEGY,task2,,SINGLE_HIGH_OUTLIER,YES,True,unknown,NOISY_STRATEGY
2033,bigvul,0,createInlineBoxForRenderer,heuristic,17,0,0.0,0.991,0.0,0.4324,0.0215,NON_VULNERABLE,0.6925,untrustworthy,LOW,YES,NOISY_STRATEGY,task2,,SINGLE_HIGH_OUTLIER,YES,True,unknown,NOISY_STRATEGY
2034,bigvul,0,done_event_,heuristic,8,0,0.0,0.6321,0.0,0.225,0.0091,NON_VULNERABLE,0.9062,trustworthy,HIGH,NO,,,,,NO,,,
2035,bigvul,0,unknown_2035,heuristic,8,0,0.0,0.9817,0.0,0.075,0.0115,NON_VULNERABLE,0.6854,untrustworthy,LOW,YES,NOISY_STRATEGY,task2,,SINGLE_HIGH_OUTLIER,YES,True,unknown,NOISY_STRATEGY
2036,bigvul,0,dns_dn_label_to_str,heuristic,20,2,0.685,0.9877,0.0,0.61,0.0161,NON_VULNERABLE,0.732,trustworthy,MODERATE,NO,,,,,NO,,,
2037,bigvul,0,unknown_2037,heuristic,39,0,0.0,0.9835,0.0154,0.15,0.0112,NON_VULNERABLE,0.6931,untrustworthy,LOW,YES,NOISY_STRATEGY,task2,CWE-484,SINGLE_HIGH_OUTLIER,YES,True,CWE-484,NOISY_STRATEGY
2038,bigvul,0,next_request,heuristic,13,0,0.0,0.4596,0.0,0.4269,0.0117,NON_VULNERABLE,0.9835,trustworthy,HIGH,NO,,,,,NO,,,
2039,bigvul,0,touchCancelCallback,heuristic,5,0,0.0,0.7981,0.0,0.475,0.0104,NON_VULNERABLE,0.7956,trustworthy,MODERATE,NO,,,,,NO,,,
2040,bigvul,1,mptsas_process_scsi_io_request,ground_truth,91,1,1.0,0.8277,0.0,0.2646,1.0,VULNERABLE,0.6082,untrustworthy,LOW,YES,AMBIGUOUS,task3,struct-array,SPLIT_DISAGREEMENT,YES,True,struct-array,AMBIGUOUS
2041,bigvul,0,fm10k_receive_skb,heuristic,5,0,0.0,0.7981,0.0,0.475,0.0095,NON_VULNERABLE,0.7956,trustworthy,MODERATE,NO,,,,,NO,,,
2042,bigvul,0,unknown_2042,heuristic,11,0,0.0,0.0,0.0,0.075,0.0051,NON_VULNERABLE,0.9835,trustworthy,HIGH,NO,,,,,NO,,,
2043,bigvul,0,unknown_2043,heuristic,7,2,0.615,0.9989,0.0,0.4928,0.0221,NON_VULNERABLE,0.7334,trustworthy,MODERATE,NO,,,,,NO,,,
2044,bigvul,0,unknown_2044,heuristic,4,0,0.0,0.0,0.0,0.075,0.0047,NON_VULNERABLE,0.9835,trustworthy,HIGH,NO,,,,,NO,,,
2045,bigvul,0,ExecuteSelectToMark,heuristic,16,0,0.0,0.7769,0.0,0.3,0.0135,NON_VULNERABLE,0.8111,trustworthy,HIGH,NO,,,,,NO,,,
2046,bigvul,0,AddMenuEntry,heuristic,7,0,0.0,0.6811,0.0,0.4178,0.01,NON_VULNERABLE,0.8847,trustworthy,HIGH,NO,,,,,NO,,,
2047,bigvul,0,unknown_2047,heuristic,5,0,0.0,0.0,0.0,0.075,0.0048,NON_VULNERABLE,0.9835,trustworthy,HIGH,NO,,,,,NO,,,
2048,bigvul,0,jsvIsNative,heuristic,1,0,0.0,0.9997,0.0,0.4,0.0086,NON_VULNERABLE,0.6907,untrustworthy,LOW,YES,NOISY_STRATEGY,task2,,SINGLE_HIGH_OUTLIER,YES,True,unknown,NOISY_STRATEGY
2049,bigvul,0,tsm,heuristic,1,0,0.0,0.9997,0.0,0.0,0.0063,NON_VULNERABLE,0.6706,untrustworthy,LOW,YES,NOISY_STRATEGY,task2,,SINGLE_HIGH_OUTLIER,YES,True,unknown,NOISY_STRATEGY
2050,bigvul,0,unknown_2050,heuristic,3,0,0.0,0.9305,0.0,0.075,0.0056,NON_VULNERABLE,0.7039,trustworthy,MODERATE,NO,,,,,NO,,,
2051,bigvul,0,if,heuristic,11,0,0.0,0.8872,0.0,0.1841,0.021,NON_VULNERABLE,0.7265,trustworthy,MODERATE,NO,,,,,NO,,,
2052,bigvul,0,if,heuristic,19,1,0.615,0.9903,0.0,0.2013,0.0142,NON_VULNERABLE,0.7132,trustworthy,MODERATE,NO,,,,,NO,,,
2053,bigvul,0,ext4_valid_extent_idx,heuristic,7,0,0.0,0.6811,0.0,0.475,0.0144,NON_VULNERABLE,0.879,trustworthy,HIGH,NO,,,,,NO,,,
2054,bigvul,0,TerminateServiceWorkerOnIO,heuristic,8,0,0.0,0.9502,0.0,0.55,0.0197,NON_VULNERABLE,0.65,untrustworthy,LOW,YES,NOISY_STRATEGY,task2,,SPLIT_DISAGREEMENT,YES,True,unknown,NOISY_STRATEGY
2055,bigvul,0,unknown_2055,heuristic,5,0,0.0,0.9918,0.0,0.075,0.0112,NON_VULNERABLE,0.6818,untrustworthy,LOW,YES,NOISY_STRATEGY,task2,,SINGLE_HIGH_OUTLIER,YES,True,unknown,NOISY_STRATEGY
2056,bigvul,0,swapdev_block,heuristic,10,1,0.615,0.9963,0.0,0.475,0.0179,NON_VULNERABLE,0.7337,trustworthy,MODERATE,NO,,,,,NO,,,
2057,bigvul,0,unknown_2057,heuristic,47,0,0.0,0.573,0.0,0.15,0.0171,NON_VULNERABLE,0.9209,trustworthy,HIGH,NO,,,,,NO,,,
2058,bigvul,0,unknown_2058,heuristic,11,0,0.0,0.8872,0.0,0.15,0.0115,NON_VULNERABLE,0.7247,trustworthy,MODERATE,NO,,,,,NO,,,
2059,bigvul,0,unknown_2059,heuristic,3,0,0.0,0.0,0.0,0.0,0.0039,NON_VULNERABLE,0.9835,trustworthy,HIGH,NO,,,,,NO,,,
2060,bigvul,0,ldm_create_data_partitions,heuristic,35,0,0.0,0.9191,0.0,0.3214,0.0209,NON_VULNERABLE,0.7186,trustworthy,MODERATE,NO,,,,,NO,,,
2061,bigvul,0,unknown_2061,heuristic,16,0,0.0,0.3935,0.0,0.075,0.0076,NON_VULNERABLE,0.9835,trustworthy,HIGH,NO,,,,,NO,,,
2062,bigvul,0,ccm_calculate_auth_mac,heuristic,41,0,0.0,0.8273,0.0,0.4006,0.0185,NON_VULNERABLE,0.7926,trustworthy,MODERATE,NO,,,,,NO,,,
2063,bigvul,0,for,heuristic,8,1,0.615,0.9975,0.0,0.475,0.0237,NON_VULNERABLE,0.7333,trustworthy,MODERATE,NO,,,,,NO,,,
2064,bigvul,0,unknown_2064,heuristic,4,0,0.0,0.9817,0.0,0.075,0.0145,NON_VULNERABLE,0.6854,untrustworthy,LOW,YES,NOISY_STRATEGY,task2,,SINGLE_HIGH_OUTLIER,YES,True,unknown,NOISY_STRATEGY
2065,bigvul,0,if,heuristic,5,0,0.0,0.9305,0.0,0.275,0.0139,NON_VULNERABLE,0.7147,trustworthy,MODERATE,NO,,,,,NO,,,
2066,bigvul,0,if,heuristic,10,1,0.28,0.9963,0.0,0.195,0.0201,NON_VULNERABLE,0.7174,trustworthy,MODERATE,NO,,,,,NO,,,
2067,bigvul,0,unknown_2067,heuristic,4,0,0.0,0.8647,0.0,0.0,0.0054,NON_VULNERABLE,0.7193,trustworthy,MODERATE,NO,,,,,NO,,,
2068,bigvul,0,if,heuristic,10,1,0.28,0.9963,0.0,0.195,0.0235,NON_VULNERABLE,0.7174,trustworthy,MODERATE,NO,,,,,NO,,,
2069,bigvul,0,dvb_usbv2_resume_common,heuristic,30,5,0.615,0.9937,0.0,0.585,0.026,NON_VULNERABLE,0.7346,trustworthy,MODERATE,NO,,,,,NO,,,
2070,bigvul,0,unknown_2070,heuristic,2,0,0.0,0.0,0.0,0.075,0.0046,NON_VULNERABLE,0.9835,trustworthy,HIGH,NO,,,,,NO,,,
2071,bigvul,0,unknown_2071,heuristic,76,0,0.0,0.8782,0.0,0.15,0.0243,NON_VULNERABLE,0.7278,trustworthy,MODERATE,NO,,,,,NO,,,
2072,bigvul,0,writeDenseArray,heuristic,5,0,0.0,0.7981,0.0,0.315,0.0087,NON_VULNERABLE,0.8045,trustworthy,HIGH,NO,,,,,NO,,,
2073,bigvul,0,unknown_2073,heuristic,3,0,0.0,0.9305,0.0,0.075,0.0056,NON_VULNERABLE,0.7039,trustworthy,MODERATE,NO,,,,,NO,,,
2074,bigvul,0,unknown_2074,heuristic,29,0,0.0,0.9723,0.0,0.3,0.0179,NON_VULNERABLE,0.7007,trustworthy,MODERATE,NO,,,,,NO,,,
2075,bigvul,0,netlink_net_init,heuristic,8,0,0.0,0.9502,0.0,0.475,0.0182,NON_VULNERABLE,0.7511,trustworthy,MODERATE,NO,,,,,NO,,,
2076,bigvul,0,inet_set_tos,heuristic,16,0,0.0,0.8647,0.0,0.525,0.0221,NON_VULNERABLE,0.6771,untrustworthy,LOW,YES,NOISY_STRATEGY,task2,,SPLIT_DISAGREEMENT,YES,True,unknown,NOISY_STRATEGY
2077,bigvul,0,EC_POINT_mul,heuristic,15,4,0.615,0.9952,0.0,0.475,0.0285,NON_VULNERABLE,0.734,trustworthy,MODERATE,NO,,,,,NO,,,
2078,bigvul,0,h2_stream_input_is_open,heuristic,4,0,0.0,0.8647,0.0,0.475,0.008,NON_VULNERABLE,0.7768,trustworthy,MODERATE,NO,,,,,NO,,,
2079,bigvul,0,unknown_2079,heuristic,21,1,0.755,0.9778,0.0,0.3965,0.0108,NON_VULNERABLE,0.6686,untrustworthy,LOW,YES,AMBIGUOUS,task3,CWE-416,SPLIT_DISAGREEMENT,YES,True,CWE-416,AMBIGUOUS
2080,bigvul,0,vhost_dev_check_owner,heuristic,5,0,0.0,0.9592,0.0,0.475,0.0176,NON_VULNERABLE,0.7482,trustworthy,MODERATE,NO,,,,,NO,,,
2081,bigvul,0,task_numa_free,heuristic,22,1,0.615,0.9817,0.0,0.55,0.0221,NON_VULNERABLE,0.7381,trustworthy,MODERATE,NO,,,,,NO,,,
2082,bigvul,0,posix_cpu_timer_del,heuristic,29,1,0.28,0.984,0.0,0.4319,0.0315,NON_VULNERABLE,0.732,trustworthy,MODERATE,NO,,,,,NO,,,
2083,bigvul,0,cqspi_configure_cs_and_sizes,heuristic,25,0,0.0,0.9439,0.0,0.363,0.0162,NON_VULNERABLE,0.7099,trustworthy,MODERATE,NO,,,,,NO,,,
2084,bigvul,0,unknown_2084,heuristic,3,0,0.0,0.0,0.0,0.075,0.0047,NON_VULNERABLE,0.9835,trustworthy,HIGH,NO,,,,,NO,,,
2085,bigvul,0,nfs_free_unique_id,heuristic,4,0,0.0,0.8647,0.0,0.475,0.0092,NON_VULNERABLE,0.7768,trustworthy,MODERATE,NO,,,,,NO,,,
2086,bigvul,0,unknown_2086,heuristic,4,0,0.0,0.0,0.0,0.075,0.0047,NON_VULNERABLE,0.9835,trustworthy,HIGH,NO,,,,,NO,,,
2087,bigvul,0,sctp_getsockopt_events,heuristic,13,0,0.0,0.9927,0.0,0.475,0.0148,NON_VULNERABLE,0.6899,untrustworthy,LOW,YES,NOISY_STRATEGY,task2,,SINGLE_HIGH_OUTLIER,YES,True,unknown,NOISY_STRATEGY
2088,bigvul,0,isNonCanonicalCharacter,heuristic,4,0,0.0,0.8647,0.0,0.475,0.0077,NON_VULNERABLE,0.7768,trustworthy,MODERATE,NO,,,,,NO,,,
2089,bigvul,1,unknown_2089,ground_truth,10,1,1.0,0.9993,0.0,0.51,1.0,VULNERABLE,0.6498,untrustworthy,LOW,YES,AMBIGUOUS,task3,struct-array,SINGLE_LOW_OUTLIER,YES,True,struct-array,AMBIGUOUS
2090,bigvul,0,pipe_proc_fn,heuristic,12,0,0.0,0.8647,0.0,0.475,0.0119,NON_VULNERABLE,0.7768,trustworthy,MODERATE,NO,,,,,NO,,,
2091,bigvul,0,SimulateFreezeSignal,heuristic,5,0,0.0,0.7981,0.0,0.315,0.0082,NON_VULNERABLE,0.8045,trustworthy,HIGH,NO,,,,,NO,,,
2092,bigvul,0,unknown_2092,heuristic,43,0,0.0,0.9758,0.0,0.15,0.0207,NON_VULNERABLE,0.6937,untrustworthy,LOW,YES,NOISY_STRATEGY,task2,,SINGLE_HIGH_OUTLIER,YES,True,unknown,NOISY_STRATEGY
2093,bigvul,0,tcmu_glfs_flush,heuristic,27,1,0.755,0.9788,0.0,0.55,0.0115,NON_VULNERABLE,0.675,untrustworthy,LOW,YES,MISSED_VULN,task3,CWE-416,SINGLE_LOW_OUTLIER,YES,True,CWE-416,MISSED_VULN
2094,bigvul,0,unknown_2094,heuristic,6,0,0.0,0.7364,0.0,0.075,0.0065,NON_VULNERABLE,0.7694,trustworthy,MODERATE,NO,,,,,NO,,,
2095,bigvul,0,__has_merged_page,heuristic,30,0,0.0,0.986,0.0,0.39,0.0186,NON_VULNERABLE,0.6955,untrustworthy,LOW,YES,NOISY_STRATEGY,task2,,SINGLE_HIGH_OUTLIER,YES,True,unknown,NOISY_STRATEGY
2096,bigvul,0,unknown_2096,heuristic,27,0,0.0,0.9616,0.0,0.15,0.0154,NON_VULNERABLE,0.6988,untrustworthy,LOW,YES,NOISY_STRATEGY,task2,,SINGLE_HIGH_OUTLIER,YES,True,unknown,NOISY_STRATEGY
2097,bigvul,1,while,ground_truth,42,0,0.3,0.9758,0.0698,0.4012,1.0,VULNERABLE,0.7679,trustworthy,MODERATE,NO,,,,,NO,,,
2098,bigvul,0,unknown_2098,heuristic,5,0,0.0,0.7981,0.0,0.075,0.0062,NON_VULNERABLE,0.7495,trustworthy,MODERATE,NO,,,,,NO,,,
2099,bigvul,0,unknown_2099,heuristic,4,0,0.0,0.0,0.0,0.075,0.0047,NON_VULNERABLE,0.9835,trustworthy,HIGH,NO,,,,,NO,,,
2100,bigvul,0,unknown_2100,heuristic,14,0,0.0,0.4353,0.0,0.075,0.0075,NON_VULNERABLE,0.9835,trustworthy,HIGH,NO,,,,,NO,,,
2101,bigvul,0,security_key_update,heuristic,29,2,0.685,0.9723,0.0,0.2405,0.0164,NON_VULNERABLE,0.7163,trustworthy,MODERATE,NO,,,,,NO,,,
2102,bigvul,0,ModulateHSI,heuristic,22,0,0.0,0.5168,0.0,0.1841,0.0175,NON_VULNERABLE,0.9345,trustworthy,HIGH,NO,,,,,NO,,,
2103,bigvul,0,unknown_2103,heuristic,34,8,0.615,0.991,0.0,0.625,0.0148,NON_VULNERABLE,0.7341,trustworthy,MODERATE,NO,,,,,NO,,,
2104,bigvul,0,unregister_netdevice_notifier,heuristic,9,0,0.0,0.5889,0.0,0.475,0.0091,NON_VULNERABLE,0.8991,trustworthy,HIGH,NO,,,,,NO,,,
2105,bigvul,0,ewk_view_load_document_finished,heuristic,4,0,0.0,0.0,0.0,0.375,0.0055,NON_VULNERABLE,0.9835,trustworthy,HIGH,NO,,,,,NO,,,
2106,bigvul,0,unknown_2106,heuristic,4,0,0.0,0.8647,0.0,0.075,0.0085,NON_VULNERABLE,0.727,trustworthy,MODERATE,NO,,,,,NO,,,
2107,bigvul,0,unknown_2107,heuristic,6,0,0.0,0.9305,0.0,0.075,0.012,NON_VULNERABLE,0.7039,trustworthy,MODERATE,NO,,,,,NO,,,
2108,bigvul,0,walk_shadow_page_lockless_begin,heuristic,14,0,0.0,0.4353,0.0,0.3322,0.0109,NON_VULNERABLE,0.9835,trustworthy,HIGH,NO,,,,,NO,,,
2109,bigvul,0,spectral_data,heuristic,79,12,0.615,0.868,0.0228,0.7377,0.0308,NON_VULNERABLE,0.7057,trustworthy,MODERATE,NO,,,,,NO,,,
2110,bigvul,0,unknown_2110,heuristic,13,0,0.0,0.7079,0.0,0.15,0.0127,NON_VULNERABLE,0.7824,trustworthy,MODERATE,NO,,,,,NO,,,
2111,bigvul,0,virtio_config_modern_writel,heuristic,16,0,0.0,0.9179,0.0,0.225,0.0204,NON_VULNERABLE,0.7177,trustworthy,MODERATE,NO,,,,,NO,,,
2112,bigvul,0,free_hugepages_show,heuristic,15,2,0.7375,0.9761,0.0533,0.475,0.0138,NON_VULNERABLE,0.6911,untrustworthy,LOW,YES,MISSED_VULN,task3,CWE-120,SPLIT_DISAGREEMENT,YES,True,CWE-120,MISSED_VULN
2113,bigvul,0,while,heuristic,8,0,0.0,0.6321,0.0,0.475,0.009,NON_VULNERABLE,0.89,trustworthy,HIGH,NO,,,,,NO,,,
2114,bigvul,0,writeit,heuristic,10,0,0.0,0.7981,0.0,0.55,0.0149,NON_VULNERABLE,0.6924,untrustworthy,LOW,YES,NOISY_STRATEGY,task2,,SPLIT_DISAGREEMENT,YES,True,unknown,NOISY_STRATEGY
2115,bigvul,0,unknown_2115,heuristic,63,1,0.615,0.9211,0.0,0.094,0.0224,NON_VULNERABLE,0.6688,untrustworthy,LOW,YES,FALSE_PATTERN,task2,struct-array,SPLIT_DISAGREEMENT,YES,True,struct-array,FALSE_PATTERN
2116,bigvul,0,qib_get_base_info,heuristic,160,2,0.6325,0.6321,0.0138,0.195,0.0492,NON_VULNERABLE,0.8955,trustworthy,HIGH,NO,,,,,NO,,,
2117,bigvul,0,futex_init,heuristic,25,3,0.6033,0.9227,0.0,0.246,0.0405,NON_VULNERABLE,0.7385,trustworthy,MODERATE,NO,,,,,NO,,,
2118,bigvul,0,unknown_2118,heuristic,5,0,0.0,0.0,0.0,0.075,0.0048,NON_VULNERABLE,0.9835,trustworthy,HIGH,NO,,,,,NO,,,
2119,bigvul,1,ReceiverWasAdded,heuristic,9,0,0.0,0.9883,0.0,0.55,0.0171,NON_VULNERABLE,0.6384,untrustworthy,LOW,YES,NOISY_STRATEGY,task2,,SPLIT_DISAGREEMENT,YES,True,unknown,NOISY_STRATEGY
2120,bigvul,0,unknown_2120,heuristic,8,0,0.0,0.8647,0.0,0.15,0.0125,NON_VULNERABLE,0.7324,trustworthy,MODERATE,NO,,,,,NO,,,
2121,bigvul,0,if,heuristic,3,0,0.0,0.9952,0.0,0.475,0.0134,NON_VULNERABLE,0.6891,untrustworthy,LOW,YES,NOISY_STRATEGY,task2,,SINGLE_HIGH_OUTLIER,YES,True,unknown,NOISY_STRATEGY
2122,bigvul,0,detach,heuristic,5,0,0.0,0.7981,0.0,0.075,0.0062,NON_VULNERABLE,0.7495,trustworthy,MODERATE,NO,,,,,NO,,,
2123,bigvul,0,unknown_2123,heuristic,4,0,0.0,0.8647,0.0,0.075,0.0064,NON_VULNERABLE,0.727,trustworthy,MODERATE,NO,,,,,NO,,,
2124,bigvul,0,font_load_and_wait,heuristic,42,2,0.72,0.9732,0.1524,0.55,0.058,NON_VULNERABLE,0.7675,trustworthy,MODERATE,NO,,,,,NO,,,
2125,bigvul,0,kvm_vm_ioctl_set_nr_mmu_pages,heuristic,16,0,0.0,0.9817,0.0,0.375,0.0159,NON_VULNERABLE,0.6972,untrustworthy,LOW,YES,NOISY_STRATEGY,task2,,SINGLE_HIGH_OUTLIER,YES,True,unknown,NOISY_STRATEGY
2126,bigvul,0,unknown_2126,heuristic,5,0,0.0,0.9592,0.0,0.075,0.0166,NON_VULNERABLE,0.6936,untrustworthy,LOW,YES,NOISY_STRATEGY,task2,,SINGLE_HIGH_OUTLIER,YES,True,unknown,NOISY_STRATEGY
2127,bigvul,0,cmd_undump,heuristic,28,2,0.6675,0.9897,0.0,0.5357,0.0251,NON_VULNERABLE,0.7332,trustworthy,MODERATE,NO,,,,,NO,,,
2128,bigvul,0,unknown_2128,heuristic,5,0,0.0,0.0,0.0,0.075,0.0048,NON_VULNERABLE,0.9835,trustworthy,HIGH,NO,,,,,NO,,,
2129,bigvul,0,if,heuristic,9,0,0.0,0.9952,0.0,0.3417,0.0188,NON_VULNERABLE,0.6931,untrustworthy,LOW,YES,NOISY_STRATEGY,task2,,SINGLE_HIGH_OUTLIER,YES,True,unknown,NOISY_STRATEGY
2130,bigvul,0,htmlCollectionAttributeAttributeGetterCallback,heuristic,6,0,0.0,0.0,0.0,0.475,0.0056,NON_VULNERABLE,0.9835,trustworthy,HIGH,NO,,,,,NO,,,
2131,bigvul,0,unknown_2131,heuristic,5,0,0.0,0.0,0.0,0.075,0.0048,NON_VULNERABLE,0.9835,trustworthy,HIGH,NO,,,,,NO,,,
2132,bigvul,0,unknown_2132,heuristic,8,0,0.0,0.9817,0.0,0.075,0.0119,NON_VULNERABLE,0.6854,untrustworthy,LOW,YES,NOISY_STRATEGY,task2,,SINGLE_HIGH_OUTLIER,YES,True,unknown,NOISY_STRATEGY
2133,bigvul,0,unknown_2133,heuristic,3,0,0.0,0.9305,0.0,0.075,0.0056,NON_VULNERABLE,0.7039,trustworthy,MODERATE,NO,,,,,NO,,,
2134,bigvul,0,if,heuristic,12,0,0.0,0.9817,0.0,0.175,0.0178,NON_VULNERABLE,0.6932,untrustworthy,LOW,YES,NOISY_STRATEGY,task2,,SINGLE_HIGH_OUTLIER,YES,True,unknown,NOISY_STRATEGY
2135,bigvul,0,unknown_2135,heuristic,26,0,0.0,0.9901,0.0,0.075,0.0149,NON_VULNERABLE,0.6824,untrustworthy,LOW,YES,NOISY_STRATEGY,task2,,SINGLE_HIGH_OUTLIER,YES,True,unknown,NOISY_STRATEGY
2136,bigvul,0,unknown_2136,heuristic,3,0,0.0,0.9305,0.0,0.075,0.0056,NON_VULNERABLE,0.7039,trustworthy,MODERATE,NO,,,,,NO,,,
2137,bigvul,0,unknown_2137,heuristic,84,3,0.6967,0.8511,0.019,0.4321,0.0301,NON_VULNERABLE,0.8128,trustworthy,HIGH,NO,,,,,NO,,,
2138,bigvul,0,unknown_2138,heuristic,14,0,0.0,0.9676,0.0,0.075,0.0156,NON_VULNERABLE,0.6906,untrustworthy,LOW,YES,NOISY_STRATEGY,task2,,SINGLE_HIGH_OUTLIER,YES,True,unknown,NOISY_STRATEGY
2139,bigvul,0,unknown_2139,heuristic,9,0,0.0,0.9305,0.0,0.075,0.015,NON_VULNERABLE,0.7039,trustworthy,MODERATE,NO,,,,,NO,,,
2140,bigvul,0,get_details,heuristic,3,0,0.0,0.9305,0.0,0.075,0.0056,NON_VULNERABLE,0.7039,trustworthy,MODERATE,NO,,,,,NO,,,
2141,bigvul,0,AddPluginDllEvictionPolicy,heuristic,4,1,0.615,0.9997,0.0,0.475,0.0311,NON_VULNERABLE,0.7327,trustworthy,MODERATE,NO,,,,,NO,,,
2142,bigvul,0,unknown_2142,heuristic,4,0,0.0,0.8647,0.0,0.075,0.0064,NON_VULNERABLE,0.727,trustworthy,MODERATE,NO,,,,,NO,,,
2143,bigvul,0,unknown_2143,heuristic,13,1,0.28,0.9865,0.0,0.075,0.0191,NON_VULNERABLE,0.7069,trustworthy,MODERATE,NO,,,,,NO,,,
2144,bigvul,0,unknown_2144,heuristic,2,0,0.0,0.0,0.0,0.075,0.0046,NON_VULNERABLE,0.9835,trustworthy,HIGH,NO,,,,,NO,,,
2145,bigvul,0,unknown_2145,heuristic,4,0,0.0,0.0,0.0,0.075,0.0047,NON_VULNERABLE,0.9835,trustworthy,HIGH,NO,,,,,NO,,,
